product_id,category
824,bath-body
825,skin
826,fragrance
827,skin
828,makeup
830,skin
832,makeup
833,makeup
834,makeup
836,makeup
837,makeup
838,bath-body
839,bath-body
843,skin
846,skin
847,makeup
848,makeup
849,men
850,makeup
851,makeup
852,makeup
853,makeup
854,makeup
855,hair
856,skin
858,skin
859,hair
860,hair
861,makeup
863,bath-body
864,makeup
865,makeup
866,bath-body
867,bath-body
870,makeup
872,bath-body
876,bath-body
878,makeup
879,bath-body
880,skin
883,fragrance
884,fragrance
885,men
887,bath-body
889,skin
893,fragrance
895,bath-body
896,skin
898,makeup
899,makeup
900,fragrance
901,men
902,makeup
903,men
904,bath-body
906,fragrance
908,makeup
909,skin
911,skin
912,men
913,makeup
914,makeup
916,makeup
917,makeup
918,fragrance
921,makeup
922,bath-body
923,hair
926,bath-body
927,hair
928,hair
929,bath-body
932,makeup
934,men
936,makeup
937,hair
939,makeup
940,makeup
941,skin
942,skin
943,fragrance
944,skin
945,makeup
947,makeup
948,skin
949,hair
950,men
953,hair
955,hair
956,fragrance
957,hair
959,makeup
960,bath-body
961,fragrance
962,makeup
964,makeup
965,skin
967,makeup
970,hair
972,skin
974,skin
976,bath-body
978,fragrance
979,makeup
982,fragrance
984,makeup
986,skin
988,makeup
989,makeup
990,men
991,makeup
993,makeup
995,makeup
996,makeup
997,makeup
998,makeup
999,skin
1000,fragrance
1003,fragrance
1004,skin
1005,makeup
1006,makeup
1007,bath-body
1008,skin
1009,bath-body
1010,bath-body
1011,makeup
1013,skin
1015,fragrance
1017,makeup
1019,hair
1021,makeup
1022,bath-body
1023,makeup
1025,makeup
1026,hair
1028,skin
1029,makeup
1030,bath-body
1033,bath-body
1034,makeup
1035,skin
1040,makeup
1041,skin
1042,hair
1044,skin
1045,makeup
1046,hair
1047,makeup
1048,makeup
1050,makeup
1051,fragrance
1052,skin
1053,hair
1054,skin
1058,makeup
1060,hair
1062,makeup
1066,skin
1067,men
1068,makeup
1069,fragrance
1071,bath-body
1073,hair
1074,fragrance
1075,fragrance
1076,hair
1077,men
1078,hair
1079,makeup
1080,makeup
1081,hair
1082,skin
1083,makeup
1084,fragrance
1086,skin
1087,makeup
1088,hair
1089,skin
1090,skin
1091,fragrance
1092,fragrance
1094,bath-body
1095,hair
1097,skin
1098,fragrance
1099,skin
1101,skin
1102,bath-body
1103,makeup
1105,hair
1106,makeup
1108,fragrance
1109,bath-body
1110,fragrance
1112,skin
1113,hair
1114,hair
1115,makeup
1116,makeup
1118,hair
1119,skin
1120,skin
1121,makeup
1122,hair
1123,bath-body
1124,makeup
1125,fragrance
1126,skin
1130,fragrance
1133,skin
1135,fragrance
1136,fragrance
1137,skin
1139,fragrance
1140,skin
1142,skin
1143,makeup
1144,bath-body
1146,skin
1147,fragrance
1148,bath-body
1149,makeup
1150,makeup
1152,hair
1153,makeup
1154,makeup
1159,makeup
1161,makeup
1162,bath-body
1163,skin
1164,bath-body
1166,fragrance
1170,bath-body
1171,fragrance
1172,skin
1173,makeup
1175,makeup
1176,fragrance
1177,makeup
1179,bath-body
1180,skin
1181,makeup
1182,skin
1183,makeup
1184,bath-body
1185,hair
1186,hair
1187,fragrance
1189,makeup
1191,fragrance
1194,fragrance
1196,skin
1198,fragrance
1200,skin
1203,men
1204,men
1205,makeup
1206,skin
1207,bath-body
1208,makeup
1209,makeup
1211,makeup
1213,bath-body
1214,makeup
1215,fragrance
1216,men
1217,hair
1219,makeup
1220,makeup
1223,skin
1227,makeup
1228,skin
1229,skin
1231,makeup
1234,bath-body
1236,makeup
1238,fragrance
1240,skin
1241,skin
1242,fragrance
1243,makeup
1244,fragrance
1245,skin
1247,fragrance
1248,skin
1249,hair
1254,skin
1256,skin
1257,makeup
1258,fragrance
1261,fragrance
1262,skin
1263,makeup
1264,makeup
1265,skin
1266,hair
1268,makeup
1269,makeup
1271,skin
1272,fragrance
1273,bath-body
1275,makeup
1276,skin
1277,bath-body
1279,makeup
1280,makeup
1281,makeup
1282,bath-body
1283,makeup
1285,fragrance
1288,makeup
1289,fragrance
1292,makeup
1296,makeup
1297,skin
1298,skin
1301,fragrance
1302,fragrance
1303,makeup
1304,makeup
1306,fragrance
1307,skin
1308,makeup
1309,hair
1311,bath-body
1313,fragrance
1315,fragrance
1316,makeup
1317,makeup
1318,makeup
1320,bath-body
1322,skin
1323,bath-body
1325,bath-body
1326,skin
1328,skin
1329,makeup
1333,hair
1334,skin
1335,bath-body
1336,fragrance
1337,makeup
1340,makeup
1344,bath-body
1345,fragrance
1346,makeup
1348,hair
1351,skin
1353,skin
1355,bath-body
1356,makeup
1357,men
1360,fragrance
1361,makeup
1362,skin
1363,hair
1367,makeup
1368,makeup
1369,makeup
1371,hair
1372,skin
1373,makeup
1374,makeup
1375,bath-body
1376,hair
1377,fragrance
1378,makeup
1379,skin
1380,fragrance
1381,makeup
1382,skin
1383,fragrance
1385,hair
1386,hair
1387,makeup
1388,fragrance
1389,bath-body
1390,makeup
1394,makeup
1396,bath-body
1397,makeup
1398,hair
1399,fragrance
1401,bath-body
1402,makeup
1405,fragrance
1406,skin
1407,bath-body
1408,skin
1410,makeup
1412,makeup
1415,makeup
1418,bath-body
1419,skin
1420,bath-body
1421,makeup
1424,hair
1425,makeup
1426,skin
1427,fragrance
1428,men
1430,hair
1432,makeup
1433,makeup
1435,makeup
1437,makeup
1438,bath-body
1440,bath-body
1441,hair
1444,hair
1446,bath-body
1448,hair
1450,makeup
1451,bath-body
1452,skin
1453,makeup
1454,makeup
1455,makeup
1456,makeup
1458,makeup
1460,bath-body
1461,skin
1464,bath-body
1466,skin
1468,makeup
1469,skin
1471,bath-body
1472,hair
1473,fragrance
1476,fragrance
1477,hair
1479,makeup
1480,skin
1482,fragrance
1483,fragrance
1485,fragrance
1486,fragrance
1487,fragrance
1489,fragrance
1490,fragrance
1491,bath-body
1492,fragrance
1494,makeup
1498,fragrance
1499,makeup
1501,hair
1503,makeup
1505,skin
1510,fragrance
1511,hair
1512,makeup
1514,hair
1517,hair
1518,fragrance
1519,skin
1520,fragrance
1521,skin
1522,skin
1524,hair
1525,hair
1527,hair
1528,hair
1529,hair
1532,hair
1533,hair
1534,makeup
1535,fragrance
1537,makeup
1538,makeup
1539,hair
1540,makeup
1541,skin
1542,hair
1545,men
1546,skin
1547,fragrance
1548,fragrance
1549,makeup
1553,hair
1554,makeup
1555,makeup
1557,makeup
1558,fragrance
1559,makeup
1560,makeup
1563,fragrance
1564,fragrance
1565,fragrance
1566,fragrance
1567,makeup
1569,fragrance
1570,makeup
1572,makeup
1573,skin
1575,makeup
1578,skin
1579,skin
1586,men
1588,bath-body
1590,makeup
1591,skin
1592,makeup
1593,bath-body
1594,skin
1596,makeup
1597,skin
1598,makeup
1600,makeup
1603,makeup
1604,skin
1605,makeup
1607,fragrance
1608,fragrance
1609,bath-body
1611,makeup
1612,makeup
1615,skin
1618,fragrance
1619,skin
1620,bath-body
1621,fragrance
1623,makeup
1625,bath-body
1627,makeup
1629,hair
1630,makeup
1632,bath-body
1638,makeup
1640,makeup
1641,skin
1644,makeup
1646,fragrance
1647,bath-body
1648,skin
1651,skin
1652,hair
1654,fragrance
1656,makeup
1660,hair
1661,bath-body
1664,hair
1665,makeup
1667,fragrance
1668,makeup
1669,makeup
1673,hair
1675,men
1676,bath-body
1678,skin
1679,skin
1681,skin
1683,skin
1685,bath-body
1686,skin
1689,makeup
1694,fragrance
1695,skin
1697,makeup
1698,hair
1699,hair
1700,fragrance
1702,fragrance
1705,bath-body
1707,makeup
1708,makeup
1712,makeup
1713,skin
1714,skin
1715,hair
1716,skin
1717,skin
1718,fragrance
1720,fragrance
1721,hair
1722,makeup
1724,fragrance
1725,fragrance
1726,bath-body
1727,men
1729,skin
1730,skin
1731,makeup
1732,fragrance
1733,makeup
1734,bath-body
1735,makeup
1736,bath-body
1737,makeup
1739,men
1742,makeup
1743,makeup
1744,hair
1745,hair
1747,skin
1748,skin
1749,skin
1750,hair
1751,skin
1752,hair
1753,makeup
1754,makeup
1755,makeup
1756,makeup
1757,makeup
1758,skin
1759,makeup
1761,bath-body
1762,makeup
1763,hair
1764,makeup
1765,makeup
1766,skin
1767,fragrance
1769,makeup
1770,skin
1772,skin
1773,fragrance
1774,hair
1777,makeup
1779,hair
1780,skin
1781,men
1782,men
1783,skin
1784,fragrance
1787,fragrance
1788,makeup
1789,hair
1790,fragrance
1792,makeup
1796,bath-body
1798,fragrance
1799,fragrance
1800,makeup
1804,fragrance
1805,skin
1806,makeup
1807,men
1808,bath-body
1811,bath-body
1812,makeup
1815,makeup
1816,skin
1818,makeup
1819,bath-body
1820,makeup
1822,bath-body
1824,makeup
1828,skin
1829,makeup
1830,makeup
1831,men
1833,fragrance
1834,hair
1835,skin
1836,makeup
1837,bath-body
1842,fragrance
1843,makeup
1844,fragrance
1846,makeup
1850,makeup
1852,hair
1853,makeup
1854,makeup
1859,fragrance
1860,hair
1864,makeup
1866,skin
1869,makeup
1870,fragrance
1872,fragrance
1873,skin
1874,makeup
1875,fragrance
1878,fragrance
1879,makeup
1881,skin
1882,skin
1883,men
1885,fragrance
1888,skin
1889,fragrance
1891,men
1892,makeup
1893,fragrance
1896,makeup
1899,makeup
1900,fragrance
1901,bath-body
1903,makeup
1904,makeup
1906,skin
1907,bath-body
1909,makeup
1912,makeup
1913,bath-body
1914,hair
1915,skin
1916,hair
1917,fragrance
1918,makeup
1923,makeup
1924,fragrance
1925,bath-body
1926,skin
1927,skin
1929,bath-body
1930,skin
1932,makeup
1933,fragrance
1934,bath-body
1935,hair
1936,men
1938,bath-body
1939,hair
1940,skin
1941,fragrance
1942,makeup
1943,makeup
1945,bath-body
1951,makeup
1952,hair
1953,skin
1954,makeup
1955,hair
1956,skin
1957,makeup
1958,makeup
1960,hair
1962,hair
1964,bath-body
1966,bath-body
1968,fragrance
1969,makeup
1970,makeup
1971,makeup
1972,fragrance
1973,makeup
1975,makeup
1976,hair
1978,bath-body
1979,hair
1980,men
1981,hair
1982,skin
1983,makeup
1985,fragrance
1986,men
1988,makeup
1989,hair
1992,skin
1993,makeup
1994,makeup
1995,skin
1996,skin
1997,hair
1998,fragrance
1999,skin
2000,bath-body
2001,makeup
2002,hair
2003,fragrance
2008,hair
2010,bath-body
2011,makeup
2013,bath-body
2015,makeup
2018,makeup
2019,skin
2020,makeup
2022,makeup
2023,skin
2024,hair
2025,bath-body
2026,makeup
2027,hair
2029,hair
2030,hair
2032,makeup
2033,skin
2034,hair
2036,hair
2037,makeup
2038,hair
2039,hair
2041,skin
2042,hair
2043,makeup
2045,makeup
2046,bath-body
2047,makeup
2048,fragrance
2049,makeup
2052,makeup
2054,bath-body
2056,bath-body
2058,hair
2059,hair
2061,makeup
2062,makeup
2067,fragrance
2068,makeup
2069,makeup
2070,hair
2071,bath-body
2073,hair
2074,hair
2075,makeup
2076,makeup
2077,skin
2078,skin
2079,hair
2082,makeup
2083,bath-body
2084,bath-body
2086,makeup
2089,hair
2091,hair
2092,makeup
2094,makeup
2096,skin
2097,bath-body
2098,fragrance
2100,skin
2102,makeup
2103,makeup
2107,skin
2108,makeup
2110,skin
2111,fragrance
2112,makeup
2115,fragrance
2118,bath-body
2121,hair
2124,fragrance
2126,hair
2128,makeup
2129,fragrance
2130,makeup
2131,men
2133,makeup
2135,makeup
2137,makeup
2138,makeup
2139,makeup
2140,makeup
2141,skin
2143,makeup
2144,skin
2145,makeup
2146,fragrance
2147,makeup
2148,makeup
2149,skin
2153,fragrance
2154,skin
2155,makeup
2156,skin
2157,makeup
2158,fragrance
2159,men
2161,fragrance
2162,fragrance
2163,bath-body
2164,bath-body
2165,men
2166,makeup
2167,skin
2168,hair
2169,makeup
2171,makeup
2173,fragrance
2174,skin
2175,bath-body
2176,skin
2180,makeup
2181,skin
2182,hair
2183,fragrance
2185,makeup
2186,makeup
2187,fragrance
2188,fragrance
2191,fragrance
2193,hair
2194,fragrance
2195,bath-body
2196,fragrance
2198,hair
2199,skin
2200,skin
2202,makeup
2204,makeup
2205,makeup
2206,makeup
2208,bath-body
2209,makeup
2210,men
2212,makeup
2213,makeup
2215,makeup
2216,skin
2218,bath-body
2221,makeup
2224,makeup
2226,hair
2227,bath-body
2228,bath-body
2229,hair
2230,makeup
2231,fragrance
2232,fragrance
2233,fragrance
2236,makeup
2238,hair
2241,skin
2242,fragrance
2243,fragrance
2245,makeup
2246,skin
2247,bath-body
2248,skin
2251,skin
2252,skin
2253,bath-body
2254,makeup
2255,bath-body
2256,bath-body
2257,skin
2258,makeup
2260,hair
2261,makeup
2262,hair
2263,makeup
2264,makeup
2266,bath-body
2267,men
2268,bath-body
2269,makeup
2271,fragrance
2273,skin
2275,makeup
2276,makeup
2277,fragrance
2278,makeup
2282,makeup
2283,makeup
2285,hair
2286,skin
2288,skin
2289,skin
2291,hair
2292,fragrance
2293,men
2294,makeup
2296,hair
2297,fragrance
2298,fragrance
2299,makeup
2300,skin
2301,makeup
2302,hair
2304,makeup
2305,skin
2307,skin
2310,skin
2311,hair
2312,bath-body
2315,hair
2316,bath-body
2317,makeup
2319,skin
2321,makeup
2323,makeup
2326,makeup
2327,fragrance
2328,hair
2331,makeup
2332,makeup
2334,makeup
2335,makeup
2337,skin
2339,hair
2340,skin
2341,hair
2342,skin
2344,skin
2349,makeup
2350,makeup
2351,skin
2352,fragrance
2353,fragrance
2354,skin
2355,hair
2357,hair
2358,bath-body
2359,skin
2361,makeup
2362,makeup
2368,bath-body
2369,bath-body
2370,makeup
2373,men
2374,bath-body
2375,skin
2376,makeup
2377,makeup
2378,hair
2381,makeup
2386,fragrance
2387,makeup
2388,fragrance
2390,fragrance
2391,hair
2392,fragrance
2394,hair
2395,skin
2396,skin
2397,skin
2398,makeup
2399,skin
2402,fragrance
2404,bath-body
2406,fragrance
2407,skin
2408,makeup
2410,skin
2412,skin
2413,men
2414,bath-body
2415,skin
2416,men
2419,fragrance
2420,fragrance
2421,fragrance
2422,hair
2423,bath-body
2425,hair
2427,makeup
2429,skin
2430,skin
2431,skin
2432,skin
2437,skin
2439,makeup
2442,makeup
2444,makeup
2447,fragrance
2449,fragrance
2451,fragrance
2453,makeup
2454,makeup
2457,fragrance
2459,makeup
2460,hair
2462,fragrance
2463,fragrance
2464,skin
2465,bath-body
2466,bath-body
2467,fragrance
2469,bath-body
2470,makeup
2472,hair
2473,fragrance
2475,fragrance
2477,makeup
2478,hair
2479,fragrance
2480,skin
2481,fragrance
2482,makeup
2483,fragrance
2485,bath-body
2487,makeup
2488,fragrance
2489,skin
2490,hair
2491,makeup
2493,fragrance
2495,makeup
2496,makeup
2497,makeup
2498,hair
2500,fragrance
2501,hair
2503,makeup
2504,makeup
2507,fragrance
2508,makeup
2512,fragrance
2513,skin
2514,fragrance
2515,fragrance
2517,fragrance
2518,hair
2519,fragrance
2526,makeup
2527,makeup
2528,fragrance
2529,men
2530,hair
2532,makeup
2533,skin
2534,makeup
2535,makeup
2536,hair
2537,fragrance
2538,makeup
2541,fragrance
2543,bath-body
2544,bath-body
2545,men
2546,makeup
2547,makeup
2549,makeup
2550,skin
2551,makeup
2552,makeup
2554,makeup
2555,hair
2556,makeup
2560,hair
2561,hair
2563,bath-body
2566,skin
2567,hair
2568,makeup
2569,fragrance
2570,hair
2571,skin
2572,skin
2573,fragrance
2574,bath-body
2576,fragrance
2580,hair
2581,skin
2583,makeup
2584,bath-body
2586,makeup
2589,bath-body
2591,skin
2596,fragrance
2598,bath-body
2600,makeup
2601,hair
2602,bath-body
2604,skin
2605,makeup
2608,skin
2609,makeup
2610,fragrance
2611,makeup
2612,fragrance
2615,bath-body
2616,skin
2618,fragrance
2619,men
2621,bath-body
2623,skin
2624,makeup
2625,hair
2626,hair
2629,bath-body
2631,fragrance
2633,fragrance
2637,hair
2638,hair
2639,makeup
2641,skin
2642,hair
2645,hair
2646,bath-body
2650,makeup
2651,men
2654,makeup
2657,men
2661,skin
2663,fragrance
2666,skin
2667,bath-body
2668,fragrance
2669,skin
2670,makeup
2671,fragrance
2674,makeup
2675,skin
2676,makeup
2677,makeup
2678,skin
2679,hair
2680,hair
2681,fragrance
2682,skin
2684,hair
2687,skin
2688,fragrance
2690,fragrance
2691,makeup
2692,skin
2693,makeup
2695,bath-body
2696,hair
2697,makeup
2698,fragrance
2699,bath-body
2700,makeup
2702,bath-body
2703,makeup
2704,fragrance
2705,fragrance
2707,makeup
2710,fragrance
2712,skin
2714,makeup
2715,men
2716,makeup
2717,bath-body
2719,makeup
2720,makeup
2721,makeup
2724,makeup
2726,hair
2727,fragrance
2728,hair
2729,makeup
2734,makeup
2735,skin
2736,makeup
2737,makeup
2738,skin
2739,skin
2740,makeup
2741,fragrance
2745,makeup
2747,skin
2748,makeup
2750,hair
2751,bath-body
2752,makeup
2753,makeup
2754,makeup
2755,hair
2756,fragrance
2757,fragrance
2758,fragrance
2759,fragrance
2761,bath-body
2762,skin
2763,bath-body
2765,fragrance
2766,bath-body
2768,skin
2769,fragrance
2771,fragrance
2775,makeup
2776,skin
2777,fragrance
2779,makeup
2780,bath-body
2781,skin
2782,bath-body
2783,bath-body
2784,makeup
2786,fragrance
2787,bath-body
2789,bath-body
2790,makeup
2792,hair
2796,makeup
2798,makeup
2800,bath-body
2802,skin
2803,hair
2804,fragrance
2805,fragrance
2806,hair
2807,skin
2808,skin
2814,makeup
2815,makeup
2821,fragrance
2822,men
2823,hair
2824,makeup
2825,hair
2826,makeup
2827,fragrance
2828,fragrance
2830,skin
2832,skin
2834,fragrance
2835,hair
2836,makeup
2837,hair
2839,fragrance
2840,makeup
2841,hair
2845,makeup
2848,hair
2851,makeup
2853,hair
2854,makeup
2856,bath-body
2857,bath-body
2859,fragrance
2862,fragrance
2866,skin
2867,hair
2868,fragrance
2869,makeup
2872,bath-body
2873,makeup
2874,men
2875,makeup
2876,makeup
2878,bath-body
2880,fragrance
2885,makeup
2886,fragrance
2887,fragrance
2888,fragrance
2891,hair
2892,bath-body
2893,makeup
2894,makeup
2895,makeup
2896,fragrance
2898,bath-body
2899,bath-body
2900,fragrance
2902,hair
2903,skin
2905,makeup
2906,hair
2908,skin
2909,makeup
2910,fragrance
2911,skin
2912,fragrance
2913,hair
2914,makeup
2917,fragrance
2919,fragrance
2920,fragrance
2924,skin
2925,hair
2926,fragrance
2927,skin
2929,makeup
2930,bath-body
2931,fragrance
2933,fragrance
2936,makeup
2937,hair
2938,bath-body
2939,skin
2940,makeup
2943,makeup
2944,fragrance
2946,skin
2947,makeup
2949,hair
2950,men
2951,makeup
2953,makeup
2954,makeup
2955,bath-body
2956,bath-body
2957,makeup
2959,hair
2961,makeup
2964,fragrance
2965,makeup
2966,makeup
2968,skin
2970,fragrance
2972,fragrance
2973,skin
2975,fragrance
2976,bath-body
2977,skin
2979,fragrance
2980,fragrance
2982,men
2983,skin
2984,skin
2985,hair
2986,makeup
2988,hair
2989,makeup
2991,makeup
2992,skin
2994,men
2995,fragrance
2996,bath-body
2997,makeup
2998,fragrance
2999,makeup
3000,bath-body
3002,fragrance
3004,bath-body
3006,fragrance
3009,fragrance
3010,makeup
3014,fragrance
3015,makeup
3016,makeup
3017,skin
3019,makeup
3020,skin
3023,makeup
3024,skin
3025,makeup
3027,makeup
3028,makeup
3032,hair
3033,hair
3034,skin
3035,fragrance
3037,bath-body
3038,bath-body
3039,skin
3040,skin
3042,fragrance
3043,bath-body
3044,skin
3046,men
3047,fragrance
3048,makeup
3049,skin
3050,fragrance
3051,skin
3052,fragrance
3053,skin
3056,hair
3057,fragrance
3059,hair
3060,makeup
3061,men
3062,hair
3063,skin
3064,hair
3066,makeup
3067,hair
3068,makeup
3069,skin
3070,men
3071,fragrance
3072,makeup
3073,fragrance
3074,fragrance
3075,hair
3076,skin
3077,makeup
3082,hair
3083,skin
3084,skin
3086,makeup
3087,makeup
3088,bath-body
3089,skin
3091,makeup
3097,bath-body
3098,makeup
3099,hair
3102,hair
3103,hair
3104,makeup
3106,makeup
3107,fragrance
3108,hair
3109,hair
3110,men
3111,hair
3113,fragrance
3114,makeup
3115,makeup
3116,bath-body
3118,fragrance
3120,fragrance
