,product_id,brand
1278,1926,Laneige
1279,1927,Dermalogica
1280,1929,The Face Shop
1281,1930,TIRTIR
1282,1932,bareMinerals
1283,1933,Coach
1285,1935,Olaplex
1286,1936,Bigen
1287,1938,Dr. Sheth's
1288,1939,Be Bodywise
1289,1940,Laneige
1290,1941,Ajmal
1291,1942,PAC
1292,1943,WishCare
1293,1945,LOVE beauty AND planet
1294,1951,bareMinerals
1295,1952,Olaplex
1296,1953,Patchology
1297,1954,Insight Cosmetics
1299,1956,Lakme
1300,1957,Nuse
1301,1958,Estee Lauder
1302,1960,Sebamed
1303,1962,Kundal
1304,1964,Plum
1305,1966,L'occitane
1306,1968,Secret Temptation
1307,1969,bareMinerals
1308,1970,Nails Our Way
1309,1971,Nuse
1310,1972,Jaguar
1311,1973,Huda Beauty
1312,1975,Real Techniques
1313,1976,Kama Ayurveda
1314,1978,Dream. Immerse. Play.
1315,1979,Pilgrim
1316,1980,Gatsby
1317,1981,RENEE
1318,1982,The Derma Co
1319,1983,PAC
1320,1985,Nautica
1321,1986,CLINIQUE
1322,1988,Makeup Revolution
1323,1989,BBlunt
1324,1992,SKIN1004
1325,1993,KIKO Milano
1326,1994,Huda Beauty
1327,1995,Augustinus Bader
1328,1996,Laneige
1329,1997,Milk Shake
1330,1998,Yves Saint Laurent
1331,1999,Plum
1332,2000,Treaclemoon
1333,2001,ETUDE HOUSE
1334,2002,OGX
1335,2003,Gucci
1337,2010,Plum
1338,2011,bareMinerals
1339,2013,Kimirica
1340,2015,Sheglam
1341,2018,Makeup Revolution
1342,2019,Laneige
1343,2020,Lakme
1344,2022,Lakme
1345,2023,Laneige
1346,2024,Barcode Professional
1347,2025,Forest Essentials
1348,2026,PAC
1349,2027,Pilgrim
1350,2029,OGX
1351,2030,Pilgrim
1352,2032,Lakme
1353,2033,Vaseline
1354,2034,Tresemme
1356,2037,Nuse
1357,2038,Moroccanoil
1358,2039,GK Hair
1359,2041,Patchology
1360,2042,Pilgrim
1361,2043,Real Techniques
1362,2045,PAC
1363,2046,mCaffeine
1364,2047,Insight Cosmetics
1365,2048,Chloe
1366,2049,KIKO Milano
1367,2052,Nuse
1368,2054,The Body Shop
1370,2058,BBlunt
1371,2059,LOVE beauty AND planet
1372,2061,RENEE
1373,2062,Lakme
1374,2067,Ajmal
1375,2068,L.A. Girl
1376,2069,bareMinerals
1377,2070,Sachajuan
1378,2071,Nivea
1379,2073,OGX
1380,2074,Inde Wild
1381,2075,Maybelline New York
1382,2076,Bobbi Brown
1383,2077,O3+
1384,2078,Laneige
1385,2079,Bioderma
1386,2082,Miss Claire
1387,2083,Plum
1388,2084,The Body Shop
1389,2086,L'Oreal Paris
1390,2089,L'Oreal Paris
1391,2091,L'Oreal Paris
1392,2092,PAC
1393,2094,Nails Our Way
1394,2096,Plum
1395,2097,Augustinus Bader
1396,2098,Viktor & Rolf
1397,2100,The Face Shop
1398,2102,Charmacy Milano
1399,2103,M.A.C
1400,2107,Laneige
1401,2108,M.A.C
1402,2110,Axis-Y
1403,2111,LA' French
1404,2112,L'Oreal Paris
1405,2115,Plum
1407,2121,Minimalist
1408,2124,Calvin Klein
1409,2126,OGX
1410,2128,M.A.C
1411,2129,Calvin Klein
1412,2130,Smashbox
1413,2131,Bigen
1414,2133,PAC
1415,2135,PAC
1416,2137,Insight Cosmetics
1417,2138,PAC
1418,2139,Nails Our Way
1419,2140,M.A.C
1420,2141,Laneige
1421,2143,Huda Beauty
1423,2145,Nails Our Way
1424,2146,Nivea
1425,2147,bareMinerals
1426,2148,RENEE
1427,2149,Episoft
1428,2153,Bella Vita
1429,2154,Laneige
1430,2155,CLINIQUE
1432,2157,M.A.C
1433,2158,Plum
1434,2159,CLINIQUE
1435,2161,Jo Malone London
1436,2162,Calvin Klein
1437,2163,Tree Hut
1438,2164,Plum
1439,2165,Gillette
1440,2166,M.A.C
1441,2167,Neutrogena
1442,2168,Streax
1443,2169,PAC
1445,2173,Burberry
1446,2174,Re'equil
1447,2175,mCaffeine
1448,2176,SKIN1004
1449,2180,bareMinerals
1450,2181,Dr. Sheth's
1451,2182,Sachajuan
1452,2183,Jo Malone London
1453,2185,L.A. Girl
1454,2186,Maybelline New York
1455,2187,Chloe
1456,2188,Messi
1457,2191,Issey Miyake
1458,2193,Pilgrim
1459,2194,Kayali
1460,2195,First Aid Beauty
1461,2196,Bentley
1462,2198,Brillare
1463,2199,Beauty of Joseon
1464,2200,FENTY SKIN
1465,2202,Lamel
1466,2204,Lakme
1467,2205,Swiss Beauty
1468,2206,Lakme
1469,2208,mCaffeine
1470,2209,Rom&nd
1472,2212,Lakme
1473,2213,PAC
1474,2215,Lakme
1475,2216,Natio
1476,2218,Tree Hut
1477,2221,bareMinerals
1478,2224,Rom&nd
1479,2226,L'Oreal Paris
1480,2227,Kimirica
1481,2228,The Body Shop
1482,2229,Wella Professionals
1483,2230,Nails Our Way
1484,2231,Colour Me
1485,2232,Ulric De Varens
1486,2233,Boss
1487,2236,Lakme
1488,2238,Beauty Garage
1489,2241,Fixderma
1490,2242,Ajmal
1491,2243,Diesel
1492,2245,Maybelline New York
1493,2246,The Derma Co
1494,2247,L'occitane
1495,2248,Foxtale
1496,2251,The Face Shop
1497,2252,Beauty of Joseon
1498,2253,L'occitane
1499,2254,Maybelline New York
1500,2255,Dream. Immerse. Play.
1501,2256,Namyaa
1502,2257,Laneige
1503,2258,Huda Beauty
1505,2261,M.A.C
1506,2262,Olaplex
1507,2263,M.A.C
1508,2264,Makeup Revolution
1509,2266,The Body Shop
1510,2267,Tabac
1511,2268,WishCare
1512,2269,PIXI
1513,2271,mCaffeine
1514,2273,Mixsoon
1515,2275,Neyah
1516,2276,FENTY BEAUTY
1517,2277,Adidas
1518,2278,Sheglam
1519,2282,Laneige
1520,2283,Nuse
1521,2285,LOVE beauty AND planet
1522,2286,Foxtale
1523,2288,The Face Shop
1524,2289,Bioderma
1525,2291,OUAI
1526,2292,Gucci
1527,2293,O3+
1528,2294,RENEE
1529,2296,Pilgrim
1530,2297,EMBARK
1531,2298,Plum
1532,2299,Colorbar
1533,2300,Laneige
1534,2301,M.A.C
1536,2304,SUGAR Cosmetics
1537,2305,ClayCo.
1538,2307,Bioderma
1539,2310,The Face Shop
1540,2311,LOVE beauty AND planet
1541,2312,SKIN COTTAGE
1542,2315,Tresemme
1543,2316,Foxtale
1544,2317,KIKO Milano
1545,2319,Beauty of Joseon
1546,2321,Lakme
1547,2323,Akind
1548,2326,Huda Beauty
1549,2327,Burberry
1550,2328,Olaplex
1551,2331,Colorbar
1552,2332,Maybelline New York
1553,2334,Huda Beauty
1554,2335,FENTY BEAUTY
1555,2337,CLINIQUE
1556,2339,Olaplex
1557,2340,SKIN1004
1558,2341,Plum
1560,2344,Shiseido
1561,2349,Rom&nd
1562,2350,Bobbi Brown
1563,2351,Innisfree
1564,2352,Rabanne
1565,2353,Salvatore Ferragamo
1566,2354,Plum
1568,2357,L'Oreal Paris
1569,2358,Nivea
1570,2359,Dr. Sheth's
1571,2361,M.A.C
1572,2362,Colorbar
1573,2368,O3+
1574,2369,mCaffeine
1575,2370,Sheglam
1576,2373,Bigen
1578,2375,82°E
1579,2376,Huda Beauty
1580,2377,PAC
1581,2378,OGX
1582,2381,Beautiliss Professional
1583,2386,AND
1584,2387,Lakme
1585,2388,DAVIDOFF
1586,2390,Layer'r
1587,2391,Forest Essentials
1588,2392,Giorgio Armani
1589,2394,Streax
1590,2395,COSRX
1591,2396,Biodance
1592,2397,COSRX
1593,2398,M.A.C
1594,2399,CLINIQUE
1595,2402,Narciso Rodriguez
1596,2404,The Ordinary
1597,2406,Hugo Boss
1599,2408,L.A. Girl
1600,2410,COSRX
1601,2412,Patchology
1602,2413,Reebok
1604,2415,The Ordinary
1605,2416,Bigen
1606,2419,Valentino
1607,2420,Burberry
1608,2421,Yves Saint Laurent
1609,2422,BBlunt
1610,2423,Cetaphil
1612,2427,Too Faced
1613,2429,Benefit Cosmetics
1614,2430,CLINIQUE
1615,2431,O3+
1616,2432,Episoft
1617,2437,Natio
1618,2439,Daily Life Forever52
1619,2442,PAC
1620,2444,M.A.C
1621,2447,Layer'r
1622,2449,Swiss Army
1623,2451,Bella Vita
1624,2453,Huda Beauty
1625,2454,Benefit Cosmetics
1626,2457,Jimmy Choo
1627,2459,Real Techniques
1628,2460,Olaplex
1629,2462,Coach
1630,2463,Maison Margiela
1631,2464,Natio
1632,2465,Minimalist
1633,2466,SKIN COTTAGE
1634,2467,Givenchy
1635,2469,THE LOVE CO.
1636,2470,Bobbi Brown
1637,2472,Max Care
1638,2473,Giorgio Armani
1639,2475,DAVIDOFF
1640,2477,Nuse
1641,2478,WishCare
1642,2479,Azzaro
1643,2480,Re'equil
1644,2481,Forest Essentials
1645,2482,Europe Girl
1646,2483,Tom Ford
1647,2485,Vaseline
1648,2487,Insight Cosmetics
1649,2488,Prada
1650,2489,Patchology
1651,2490,Minimalist
1652,2491,PAC
1653,2493,Boss
1654,2495,Swiss Beauty
1655,2496,L'Oreal Paris
1656,2497,TIRTIR
1657,2498,OUAI
1658,2500,Armaf
1659,2501,OGX
1661,2504,Yves Saint Laurent
1662,2507,Plum
1663,2508,Nails Our Way
1664,2512,Police
1665,2513,Re'equil
1666,2514,Tommy Hilfiger
1667,2515,Jean Paul Gaultier
1668,2517,Prada
1669,2518,SP
1670,2519,Prada
1671,2526,bareMinerals
1672,2527,Swiss Beauty
1673,2528,Gucci
1674,2529,EDW Essenza
1675,2530,Mamaearth
1676,2532,Huda Beauty
1677,2533,Beauty of Joseon
1678,2534,Real Techniques
1679,2535,Lakme
1680,2536,Dove
1681,2537,Ramsons
1682,2538,Swiss Beauty
1683,2541,Narciso Rodriguez
1684,2543,Dr. Sheth's
1685,2544,Kimirica
1686,2545,Fixderma
1687,2546,Daily Life Forever52
1688,2547,Nuse
1689,2549,Faces Canada
1690,2550,Aqualogica
1691,2551,L'Oreal Paris
1692,2552,Nails Our Way
1693,2554,M.A.C
1694,2555,Olaplex
1695,2556,Makeup Revolution
1696,2560,Soulflower
1697,2561,Kama Ayurveda
1698,2563,Dove
1699,2566,Patchology
1700,2567,L'Oreal Paris
1701,2568,FENTY BEAUTY
1702,2569,DAVIDOFF
1703,2570,OUAI
1704,2571,Dr. Sheth's
1706,2573,David Beckham
1707,2574,L'occitane
1708,2576,Giorgio Armani
1709,2580,LOVE beauty AND planet
1710,2581,SKIN1004
1711,2583,M.A.C
1712,2584,Kimirica
1713,2586,M.A.C
1714,2589,Sebamed
1715,2591,Minimalist
1716,2596,Yves Saint Laurent
1717,2598,Murshmallow
1718,2600,Lakme
1720,2602,Kama Ayurveda
1722,2605,Anastasia Beverly Hills
1723,2608,Akind
1724,2609,Sheglam
1725,2610,Calvin Klein
1726,2611,Real Techniques
1727,2612,Giorgio Armani
1729,2616,Beauty of Joseon
1730,2618,Ajmal
1731,2619,O3+
1733,2623,FENTY SKIN
1734,2624,Smashbox
1735,2625,Mamaearth
1736,2626,Moroccanoil
1737,2629,THE LOVE CO.
1738,2631,Forest Essentials
1739,2633,Kayali
1740,2637,L'Oreal Paris
1741,2638,Garnier
1742,2639,Real Techniques
1743,2641,Axis-Y
1744,2642,Dove
1745,2645,Thriveco
1746,2646,mCaffeine
1747,2650,PAC
1748,2651,Menhood
1749,2654,Maybelline New York
1750,2657,Bombay Shaving Company
1751,2661,Re'equil
1752,2663,Azzaro
1753,2666,COSRX
1754,2667,Aveeno
1755,2668,Prada
1757,2670,Nails Our Way
1758,2671,Gucci
1759,2674,Anastasia Beverly Hills
1760,2675,Beauty of Joseon
1761,2676,Nuse
1763,2678,Bioderma
1764,2679,L'Oreal Paris
1765,2680,The Derma Co
1766,2681,Carolina Herrera
1767,2682,Laneige
1768,2684,De Fabulous
1769,2687,Minimalist
1770,2688,Tommy Hilfiger
1771,2690,Azzaro
1772,2691,Lakme
1773,2692,Laneige
1774,2693,Lakme
1775,2695,Foxtale
1776,2696,Schwarzkopf Professional
1777,2697,Nuse
1778,2698,Police
1779,2699,Forest Essentials
1780,2700,M.A.C
1781,2702,THE LOVE CO.
1782,2703,Colorbar
1783,2704,Prada
1784,2705,Calvin Klein
1785,2707,Plum
1786,2710,CR7 Cristiano Ronaldo
1787,2712,Klairs
1788,2714,PAC
1789,2715,Mancode
1790,2716,Lakme
1791,2717,Kimirica
1792,2719,M.A.C
1793,2720,M.A.C
1794,2721,Daily Life Forever52
1795,2724,Swiss Beauty
1796,2726,Sebamed
1798,2728,Cadiveu
1799,2729,Smashbox
1800,2734,Anastasia Beverly Hills
1801,2735,Neutrogena
1802,2736,Huda Beauty
1803,2737,bareMinerals
1804,2738,Conscious Chemist
1805,2739,Akind
1806,2740,FENTY BEAUTY
1807,2741,Rabanne
1808,2745,Laura Mercier
1809,2747,The Derma Co
1810,2748,Maybelline New York
1812,2751,WishCare
1813,2752,Lakme
1814,2753,Bronson Professional
1815,2754,Nuse
1816,2755,The Ordinary
1817,2756,Prada
1818,2757,s.Oliver
1819,2758,Coach
1820,2759,Ajmal
1822,2762,BiE - Beauty In Everything
1823,2763,WishCare
1824,2765,Ajmal
1825,2766,Colorbar
1826,2768,Re'equil
1827,2769,Police
1828,2771,Calvin Klein
1829,2775,Nuse
1830,2776,Mamaearth
1831,2777,Calvin Klein
1832,2779,Nails Our Way
1833,2780,Sirona
1834,2781,d'you
1836,2783,Deconstruct
1837,2784,Real Techniques
1838,2786,Tommy Hilfiger
1839,2787,THE LOVE CO.
1840,2789,Lux
1841,2790,Sheglam
1842,2792,OUAI
1843,2796,M.A.C
1844,2798,Maybelline New York
1845,2800,Forest Essentials
1846,2802,Plum
1847,2803,L'Oreal Paris
1848,2804,Plum
1849,2805,Maison Margiela
1850,2806,Dove
1851,2807,Dermalogica
1852,2808,Beauty of Joseon
1853,2814,KIKO Milano
1854,2815,Swiss Beauty
1855,2821,Colour Me
1856,2822,Gillette
1857,2823,Schwarzkopf Professional
1858,2824,Ruby's Organics
1860,2826,Nails Our Way
1861,2827,Guess
1862,2828,EMBARK
1863,2830,Cetaphil
1864,2832,Akind
1866,2835,Pilgrim
1867,2836,Lakme
1868,2837,Tresemme
1869,2839,Kayali
1870,2840,Insight Cosmetics
1871,2841,Soulflower
1872,2845,M.A.C
1873,2848,Schwarzkopf
1874,2851,M.A.C
1875,2853,QOD Professional
1876,2854,Maybelline New York
1877,2856,The Body Shop
1878,2857,The Derma Co
1879,2859,Forest Essentials
1880,2862,Rabanne
1881,2866,Laneige
1882,2867,L'OREAL PROFESSIONNEL
1883,2868,Maison Margiela
1884,2869,Nuse
1885,2872,Minimalist
1886,2873,Lakme
1888,2875,Maybelline New York
1889,2876,Sheglam
1890,2878,L'occitane
1891,2880,AND
1892,2885,Lakme
1893,2886,Yves Saint Laurent
1894,2887,Gucci
1895,2888,Cacharel
1896,2891,OGX
1897,2892,Dr. Sheth's
1898,2893,Too Faced
1899,2894,Insight Cosmetics
1900,2895,Makeup Revolution
1901,2896,Police
1903,2899,Dr. Sheth's
1904,2900,Ulric De Varens
1905,2902,Streax
1906,2903,ISDIN
1907,2905,Garnier
1908,2906,BBlunt
1909,2908,I'm From
1910,2909,Huda Beauty
1911,2910,L'occitane
1912,2911,Laneige
1913,2912,Ajmal
1914,2913,Fix My Curls
1915,2914,Huda Beauty
1916,2917,Ralph Lauren
1917,2919,Plum
1918,2920,Prada
1919,2924,Foxtale
1920,2925,LOVE beauty AND planet
1921,2926,Calvin Klein
1922,2927,SKIN1004
1923,2929,M.A.C
1924,2930,Plum
1925,2931,DAVIDOFF
1926,2933,Burberry
1927,2936,PAC
1928,2937,L'Oreal Paris
1929,2938,Kimirica
1930,2939,Laneige
1931,2940,Laneige
1932,2943,PAC
1933,2944,Givenchy
1934,2946,Laneige
1935,2947,Smashbox
1936,2949,Dove
1938,2951,Nuse
1939,2953,Maybelline New York
1940,2954,Lakme
1941,2955,WishCare
1942,2956,Neutrogena
1943,2957,Garnier
1944,2959,Sebamed
1945,2961,Nails Our Way
1946,2964,WishCare
1947,2965,PAC
1948,2966,Profusion Cosmetics
1949,2968,Laneige
1950,2970,Ajmal
1951,2972,Calvin Klein
1952,2973,COSRX
1953,2975,Kayali
1954,2976,Nivea
1955,2977,The Derma Co
1956,2979,Tom Ford
1957,2980,Nivea
1958,2982,Bigen
1959,2983,The Face Shop
1961,2985,Pilgrim
1962,2986,Maybelline New York
1963,2988,L'Oreal Paris
1964,2989,L'Oreal Paris
1965,2991,PAC
1966,2992,Sulwhasoo
1967,2994,The Man Company
1968,2995,LA' French
1969,2996,Dream. Immerse. Play.
1970,2997,Lakme
1971,2998,Kylie Cosmetics
1972,2999,Insight Cosmetics
1973,3000,Be Bodywise
1974,3002,Minimalist
1975,3004,Nivea
1976,3006,Guess
1977,3009,Calvin Klein
1978,3010,PIXI
1979,3014,Coach
1980,3015,Huda Beauty
1981,3016,Lakme
1982,3017,Minimalist
1983,3019,bareMinerals
1984,3020,Cetaphil
1985,3023,Nuse
1987,3025,Anastasia Beverly Hills
1988,3027,FENTY BEAUTY
1989,3028,Chambor
1991,3033,Schwarzkopf Professional
1992,3034,Re'equil
1993,3035,Chloe
1994,3037,Bioderma
1995,3038,Cetaphil
1996,3039,SKIN1004
1997,3040,Dermalogica
1998,3042,Police
1999,3043,Vaseline
2000,3044,Bioderma
2001,3046,Ustraa
2002,3047,Giorgio Armani
2003,3048,PAC
2004,3049,SKIN1004
2005,3050,Marc Jacobs
2006,3051,Laneige
2007,3052,Azzaro
2008,3053,The Face Shop
2009,3056,WishCare
2010,3057,Plum
2012,3060,Nails Our Way
2013,3061,Philips
2014,3062,It's a 10 Haircare
2015,3063,Laneige
2016,3064,Lador
2017,3066,FENTY BEAUTY
2018,3067,Thriveco
2019,3068,Lakme
2020,3069,Laneige
2021,3070,CLINIQUE
2022,3071,Ajmal
2023,3072,Insight Cosmetics
2024,3073,Prada
2025,3074,Rabanne
2026,3075,Minimalist
2027,3076,Laneige
2028,3077,Makeup Revolution
2029,3082,Pilgrim
2030,3083,Elizabeth Arden
2031,3084,Foxtale
2032,3086,Huda Beauty
2033,3087,Maybelline New York
2034,3088,mCaffeine
2035,3089,The Derma Co
2036,3091,ETUDE HOUSE
2037,3097,L'occitane
2038,3098,Yves Saint Laurent
2039,3099,Mamaearth
2040,3102,Inde Wild
2041,3103,BBlunt
2042,3104,Miss Claire
2043,3106,Lakme
2044,3107,Jaguar
2045,3108,L'Oreal Paris
2046,3109,OGX
2047,3110,Calvin Klein
2048,3111,Beauty Garage
2049,3113,Coach
2050,3114,Lakme
2051,3115,Anastasia Beverly Hills
2052,3116,Tree Hut
2053,3118,Yves Saint Laurent
2054,3120,Colour Me
