,product_id,sub_category
1253,1885,Eau De Toilette
1254,1888,Face Moisturizer
1255,1889,Eau De Parfum
1257,1892,Eye Shadow
1258,1893,Eau De Parfum
1259,1896,Liquid Lipstick
1260,1899,Highlighter
1261,1900,Perfume
1262,1901,Body Lotion
1263,1903,Lipstick
1264,1904,Eyeshadow Palette
1265,1906,Sheet Mask
1266,1907,"Bubble Bath, Body Wash, Body Lotion, Candle, Bath Salt, Hand Cream & Bathing Bar"
1267,1909,Face Primer
1268,1912,Blush
1269,1913,Body Scrub
1270,1914,Hair Oil
1271,1915,Toner
1272,1916,Hair Serum
1273,1917,Body Mist
1274,1918,Highlighter
1275,1923,Conceal Contour + Highlighter Stick
1276,1924,Eau De Parfum
1277,1925,Shower Gel
1278,1926,Lip Balm
1279,1927,Face Moisturizer
1280,1929,Body Exfoliating Gel
1281,1930,Toner
1283,1933,Eau De Parfum
1284,1934,Body Lotion
1285,1935,Hair Serum
1287,1938,Body Lotion
1289,1940,Lip Mask
1290,1941,Eau De Parfum
1291,1942,Blush
1292,1943,Lip Balm
1293,1945,Body Lotion
1295,1952,Conditioner
1296,1953,Sheet Mask
1297,1954,Face Primer
1298,1955,Conditioner
1299,1956,Sheet Mask
1300,1957,Blush
1301,1958,Lipstick
1302,1960,Shampoo
1303,1962,Hair Serum
1304,1964,Hand Cream
1305,1966,Body Scrub
1306,1968,Eau De Parfum
1308,1970,Nail Polish
1309,1971,Lip Tint
1310,1972,Eau De Toilette
1311,1973,Blush
1312,1975,Blush Brush
1313,1976,Hair Oil
1314,1978,Body Scrub
1315,1979,Hair Mask
1316,1980,Beard Oil
1318,1982,Face Serum
1319,1983,Face Concealer
1320,1985,Body Spray
1321,1986,Face Wash
1322,1988,Eyeshadow Palette
1323,1989,Shampoo
1324,1992,Capsule Ampoule
1325,1993,Nail Polish
1326,1994,Setting Spray
1327,1995,Sheet Mask
1329,1997,Hair Serum
1330,1998,Eau De Parfum
1331,1999,Face Serum
1333,2001,"Mascara, Fixing Tint, Lip Tint & Pouch"
1335,2003,Eau De Toilette Perfume
1336,2008,Conditioner
1337,2010,Body Wash
1339,2013,Body Wash
1340,2015,Blush
1341,2018,Foundation
1342,2019,Face Mask
1343,2020,Liquid Lipstick
1344,2022,Nail Polish
1345,2023,Cream
1346,2024,Hair Serum
1347,2025,Body Oil
1348,2026,Face Brush
1349,2027,Hair Mask
1350,2029,Shampoo
1351,2030,Conditioner
1353,2033,Face Sunscreen
1354,2034,Hair Serum
1355,2036,Hair Serum
1356,2037,Blush
1357,2038,Shampoo
1358,2039,Hair Serum
1359,2041,Eye Gel Patch
1360,2042,Hair Mask
1361,2043,Makeup Brush
1362,2045,Eyeshadow Palette
1363,2046,Body Scrub
1364,2047,Nail Polish
1365,2048,Eau De Parfum
1366,2049,Eyeliner
1367,2052,Blush
1368,2054,Shower Gel & Loofah
1369,2056,Shower Gel
1370,2058,Hair Spray
1371,2059,Shampoo
1372,2061,Mascara
1373,2062,Nail Polish
1374,2067,Deodorant
1375,2068,Concealer
1378,2071,Body Lotion
1379,2073,Shampoo
1380,2074,Hair Oil
1381,2075,Mascara
1382,2076,Blush
1383,2077,Sheet Mask
1384,2078,Face Serum
1385,2079,Shampoo
1386,2082,Eyeliner
1388,2084,Shower Gel
1389,2086,Blush
1390,2089,Shampoo
1391,2091,Hair Cream
1392,2092,Buffing Brush
1393,2094,Nail Polish
1394,2096,Face Serum
1395,2097,Body Oil
1396,2098,Eau De Parfum
1397,2100,Toner
1398,2102,Face Primer
1400,2107,Face Moisturiser
1401,2108,Lipstick
1402,2110,Face Serum
1403,2111,Eau De Parfum
1404,2112,Eyeliner
1405,2115,Eau De Parfum
1406,2118,Body Lotion
1407,2121,Hair Serum
1408,2124,Eau De Toilette
1409,2126,Conditioner
1410,2128,Lipstick
1411,2129,Eau De Toilette
1412,2130,Foundation
1413,2131,Beard Colour Cream
1414,2133,Makeup Brush
1415,2135,Cotton Puff
1416,2137,Eyeshadow Palette
1417,2138,Loose Powder
1418,2139,Nail Polish
1419,2140,Liquid Lipstick
1420,2141,Face Serum
1421,2143,Eyeshadow Palette
1422,2144,Face Serum
1423,2145,Nail Polish
1424,2146,Deodorant
1426,2148,Nail Polish Remover
1427,2149,Face Sunscreen
1429,2154,Lip Balm
1430,2155,Lipstick
1431,2156,Sheet Mask
1432,2157,Highlighter
1433,2158,Body Mist
1434,2159,Face Moisturizer
1436,2162,Eau De Parfum
1437,2163,Body Scrub
1438,2164,"Body Wash, Body Mist & Body Oil"
1439,2165,Razor Cartridge
1440,2166,Kajal
1441,2167,Face Wash
1442,2168,Hair Serum
1443,2169,Face Brush
1444,2171,Eye Shadow
1445,2173,Perfume
1446,2174,Toner
1447,2175,Body Wash
1448,2176,Body Sunscreen
1450,2181,Face Sunscreen
1452,2183,Perfume
1453,2185,Eyeliner
1454,2186,Lip Tint
1455,2187,Eau De Parfum
1456,2188,"Body Wash, Perfume & Bag"
1457,2191,Eau De Toilette Perfume
1458,2193,Conditioner
1459,2194,Eau De Parfum
1460,2195,Body Scrub
1461,2196,Eau De Parfum
1462,2198,Hair Oil
1463,2199,Toner
1464,2200,Sunscreen
1465,2202,Foundation
1466,2204,Nail Polish
1467,2205,Makeup Palette
1468,2206,Nail Polish
1469,2208,Body Wash
1470,2209,Lip Gloss
1471,2210,Eau De Parfum
1472,2212,Compact
1473,2213,Makeup Brush
1474,2215,Nail Polish
1475,2216,Face Oil
1478,2224,Eyeshadow Palette
1479,2226,Shampoo
1481,2228,Body Scrub
1482,2229,Hair Oil
1483,2230,Nail Polish
1484,2231,Eau De Parfum
1485,2232,Eau De Toilette
1486,2233,Eau De Parfum
1487,2236,Compact Powder
1488,2238,Hair Oil
1490,2242,Eau De Parfum
1491,2243,Eau De Parfum
1492,2245,Kajal
1493,2246,Face Sunscreen
1494,2247,Hand Cream
1495,2248,Face Serum
1496,2251,Sheet Mask
1497,2252,Sheet Mask
1498,2253,Hand Cream
1499,2254,Lip Gloss
1500,2255,Body Scrub
1502,2257,Face Moisturiser
1504,2260,Hair Serum
1505,2261,Lipstick
1506,2262,Shampoo
1507,2263,Foundation
1508,2264,Eye Palette
1509,2266,Body Lotion
1510,2267,"Deo, Soap, Bath Shower Gel & After Shave Lotion"
1511,2268,Essential Oil
1512,2269,Bronzer
1513,2271,Perfume
1514,2273,Makeup Remover
1515,2275,Nail Polish
1516,2276,Skin Tint
1517,2277,Deodorant
1518,2278,Lip Tint
1519,2282,Mist Pump
1520,2283,Lip Tint
1521,2285,Hair Mask
1522,2286,Face Mask
1523,2288,Face Moisturiser
1524,2289,Face Moisturiser
1525,2291,Conditioner
1526,2292,Perfume
1527,2293,Face Wash
1528,2294,"Eyeshadows, Lip Butter & Lip and Cheek Tint"
1529,2296,Shampoo
1530,2297,Eau De Parfum
1531,2298,Body Mist
1532,2299,Makeup Sponge
1533,2300,Lip Mask
1534,2301,Lipstick
1535,2302,Hair Serum
1536,2304,Lipstick
1537,2305,Lip Scrub
1538,2307,Face Moisturiser
1539,2310,Face Wash
1540,2311,Hair Serum
1541,2312,Body Scrub
1542,2315,Hair Serum
1543,2316,Body Lotion
1547,2323,Foundation
1548,2326,Blush
1549,2327,Eau De Parfum
1550,2328,Hair Serum
1551,2331,Nail Polish
1552,2332,Liquid Lipstick
1553,2334,Foundation
1554,2335,Makeup Sponge
1555,2337,Sunscreen
1556,2339,Hair Oil
1557,2340,Face Cleanser
1559,2342,Face Sunscreen
1561,2349,Eyeshadow Palette
1562,2350,Liquid Lipstick
1563,2351,Sheet Mask
1565,2353,Eau De Parfum
1566,2354,Body Sunscreen
1567,2355,Hair Serum
1568,2357,Hair Serum
1569,2358,Body Lotion
1570,2359,Face Mask
1571,2361,Lipstick
1572,2362,Compact Powder
1573,2368,"Crystal Wash, Pedi Wash, Pedi Micro Peel, Bubble Gum, Pedi Massage & Pedi Mask"
1574,2369,Body Scrub
1575,2370,Lip Gloss
1576,2373,Beard Colour Cream
1577,2374,Body Lotion
1578,2375,Face Mask
1579,2376,Lip Gloss & Lip Pencil
1580,2377,Eyeshadow Palette
1582,2381,Eyelash Curler
1583,2386,Eau De Parfum & Fragrance Mist
1584,2387,Face Primer
1585,2388,Perfume
1586,2390,Body Spray
1587,2391,Hair Oil
1588,2392,Eau De Parfum
1589,2394,Hair Color Conditioner
1590,2395,Face Sunscreen
1591,2396,Sheet Mask
1592,2397,Skin Cleanser
1593,2398,Liquid Lipstick
1594,2399,Face Wash
1595,2402,Eau De Parfum
1596,2404,Body Lotion
1598,2407,Lip Mask
1599,2408,Eyeshadow Palette
1600,2410,Face Serum
1601,2412,Eye Gel Patch
1602,2413,Eau De Toilette
1603,2414,Body Lotion
1604,2415,Face Serum
1605,2416,Beard Colour Cream
1606,2419,Perfume
1607,2420,Eau De Parfum
1608,2421,Eau De Parfum
1609,2422,Conditioner
1610,2423,Body Lotion
1611,2425,Hair Mask
1612,2427,Blush
1613,2429,Face Mask
1614,2430,Toner
1615,2431,D-Tan Face Pack
1616,2432,Skin Cleanser
1617,2437,Face Serum
1618,2439,Nail Polish
1619,2442,Setting Spray
1620,2444,Lipstick
1621,2447,Body Spray
1622,2449,Eau De Toilette & Shower Gel
1624,2453,Loose Powder
1625,2454,Face Primer
1626,2457,Eau De Toilette
1627,2459,Face Brush
1628,2460,Conditioner
1630,2463,Eau De Toilette
1631,2464,Eye Cream
1632,2465,Body Wash
1633,2466,Body Scrub
1634,2467,Eau De Parfum
1635,2469,Shower Gel
1636,2470,Liquid Lipstick
1637,2472,Hair Oil
1638,2473,Eau De Parfum
1639,2475,Eau De Toilette
1640,2477,Lip Tint
1641,2478,Hair Oil
1642,2479,Perfume
1643,2480,Face Moisturiser
1644,2481,Body Mist
1645,2482,Eyeshadow Palette
1646,2483,Eau De Parfum
1647,2485,Body Lotion
1649,2488,Eau De Toilette
1650,2489,Eye Gel Patch
1651,2490,Hair Mask
1652,2491,Face Brush
1653,2493,Eau De Toilette
1654,2495,Eyebrow Pencil
1655,2496,Mascara
1656,2497,Foundation
1657,2498,Hair Spray
1659,2501,Conditioner
1660,2503,Makeup Remover
1661,2504,Eyeshadow Palette
1662,2507,Body Mist
1663,2508,Nail Polish
1664,2512,Eau De Parfum
1665,2513,Face Sunscreen
1668,2517,Eau De Parfum
1669,2518,Hair Oil
1670,2519,Perfume
1672,2527,Nail Polish
1673,2528,Eau De Parfum
1675,2530,Hair Oil
1676,2532,Lip Gloss
1677,2533,Face Serum
1678,2534,Makeup Brush
1679,2535,Foundation
1680,2536,Hair Serum
1682,2538,Makeup Sponge
1684,2543,Body Wash
1685,2544,Shower Gel
1686,2545,Sunscreen Body Lotion
1687,2546,Eyeshadow Palette
1688,2547,Lip Tint
1689,2549,Strobe Cream
1690,2550,Face Sunscreen
1691,2551,Lipstick
1692,2552,Nail Polish
1693,2554,Liquid Lipstick
1694,2555,Shampoo
1695,2556,Eye Palette
1696,2560,Essential Oil
1697,2561,Hair Oil
1698,2563,Body Wash
1699,2566,Eye Gel Patch
1700,2567,Serum
1701,2568,Lipstick
1702,2569,Eau De Parfum
1703,2570,Shampoo
1704,2571,Face Sunscreen
1705,2572,Face Moisturiser
1706,2573,Deodorant
1707,2574,Shower Oil
1708,2576,Parfum
1709,2580,Shampoo
1710,2581,Face Sunscreen
1711,2583,Blush
1712,2584,Shower Gel
1713,2586,Lipstick
1714,2589,Soap
1715,2591,Eye Cream
1716,2596,Eau De Parfum
1717,2598,Body Polish
1718,2600,Mascara
1719,2601,Roll On
1720,2602,Massage Oil
1721,2604,Sheet Mask
1722,2605,Lip Gloss
1723,2608,Face Serum
1724,2609,Lip Liner
1725,2610,Eau De Parfum
1726,2611,Face Brush
1727,2612,Perfume
1728,2615,Shower Gel
1729,2616,Face Moisturiser
1730,2618,Eau De Parfum
1731,2619,Face Sunscreen
1732,2621,Body Lotion
1733,2623,Acne Spot Gel
1734,2624,Foundation
1735,2625,Hair Oil
1736,2626,Hair Oil
1737,2629,Body Lotion
1738,2631,Body Mist
1739,2633,Eau De Parfum
1740,2637,Hair Color Conditioner
1741,2638,Hair Color Creme
1742,2639,Eye Brush
1743,2641,Face Moisturiser
1744,2642,Hair Mask
1745,2645,Hair Serum
1746,2646,Body Wash
1747,2650,Powder Highlighter
1748,2651,Body Groomer
1749,2654,Highlighter
1750,2657,Body Groomer
1751,2661,Toner
1752,2663,Perfume
1753,2666,Face Moisturizer
1754,2667,Body Lotion
1755,2668,Perfume
1756,2669,Face Cream
1757,2670,Nail Polish
1759,2674,Foundation
1760,2675,Face Sunscreen
1761,2676,Lip Tint
1762,2677,Eye Shadow
1763,2678,Face Moisturiser
1764,2679,Shampoo
1765,2680,Hair Serum
1767,2682,Toner
1768,2684,Shampoo
1769,2687,Face Serum
1770,2688,Eau De Toilette
1771,2690,Eau De Parfum
1772,2691,Nail Polish
1773,2692,Sunscreen
1774,2693,Nail Polish
1775,2695,Body Wash
1776,2696,Hair Serum
1777,2697,Lip Balm
1778,2698,Deodorant
1779,2699,Massage Oil
1780,2700,Setting Spray
1781,2702,Body Lotion
1782,2703,Kajal
1784,2705,Eau De Toilette
1785,2707,Kohl Kajal
1786,2710,Deodorant Spray
1787,2712,Sheet Mask
1789,2715,Beard Oil
1790,2716,Liquid Lipstick
1791,2717,"Shower Gel, Body Lotion & Loofah"
1792,2719,Lipstick
1793,2720,Blush
1794,2721,Eyeshadow Palette
1795,2724,Makeup Brush
1796,2726,Shampoo
1797,2727,Eau De Parfum
1798,2728,Hair Oil
1799,2729,Face Primer
1800,2734,Eye Palette
1801,2735,Face Sunscreen
1802,2736,Liquid Lipstick
1805,2739,Face Serum
1806,2740,Lipstick
1808,2745,Loose Powder
1809,2747,Face Sunscreen
1810,2748,Liquid Lipstick
1811,2750,Hair Serum
1812,2751,Body Lotion
1813,2752,Nail Polish
1814,2753,Mascara Lash Brush
1815,2754,Blush
1816,2755,Hair Serum
1817,2756,Perfume
1818,2757,Perfume
1820,2759,Eau De Parfum
1821,2761,Body Scrub
1822,2762,Face Mask
1823,2763,Body Sunscreen Lotion
1824,2765,Deodorant
1825,2766,Body Lotion
1826,2768,Face Sunscreen
1827,2769,Deodorant
1828,2771,Parfum
1829,2775,Lip Tint
1830,2776,Face Wash
1831,2777,Eau De Toilette
1832,2779,Nail Polish
1834,2781,Face Sunscreen
1835,2782,Night Cream
1836,2783,Body Wash
1837,2784,Makeup Brush
1838,2786,Eau De Toilette
1840,2789,Body Wash
1842,2792,Hair Mask
1843,2796,Lipstick
1844,2798,Kajal
1845,2800,Massage Oil
1846,2802,Toner
1847,2803,Conditioner
1848,2804,Body Mist
1849,2805,Eau De Parfum
1850,2806,Hair Mask
1851,2807,Face Scrub
1852,2808,Face Mask
1853,2814,Nail Polish
1854,2815,Face Primer
1855,2821,Eau De Parfum
1856,2822,Shaving Gel
1857,2823,Hair volume Powder
1858,2824,Face Brush
1859,2825,Hair Serum
1860,2826,Nail Polish
1861,2827,Body Mist
1862,2828,Eau De Parfum
1863,2830,Face Sunscreen
1864,2832,Face Moisturiser
1865,2834,Eau De Parfum
1866,2835,Shampoo
1867,2836,Nail Polish
1868,2837,Conditioner
1869,2839,Eau De Parfum
1870,2840,Lipstick
1871,2841,Essential Oil
1872,2845,Lipstick
1873,2848,Hair Color
1874,2851,Blush
1875,2853,Shampoo
1876,2854,Liquid Lipstick
1877,2856,Body Butter
1878,2857,Body Wash
1879,2859,Body Mist
1881,2866,Face Moisturiser
1882,2867,Hair Serum
1883,2868,Eau De Toilette
1884,2869,Facial Cream
1885,2872,Body Lotion
1886,2873,Foundation
1887,2874,Eau De Parfum
1888,2875,Blush
1889,2876,Blush
1890,2878,Shower Oil
1891,2880,Eau De Parfum
1892,2885,Nail Polish
1893,2886,Perfume
1894,2887,Eau De Toilette
1895,2888,Eau De Parfum
1896,2891,Shampoo
1897,2892,Body Wash
1898,2893,Blush
1899,2894,Nail Polish Remover
1900,2895,Eyeliner
1901,2896,Deodorant
1902,2898,Massage Oil
1903,2899,Body Lotion
1904,2900,Eau De Toilette
1905,2902,Hair Serum
1907,2905,Makeup Remover
1908,2906,Hair Color
1909,2908,Face Mask
1910,2909,Color Corrector
1911,2910,Deodorant
1912,2911,Sleeping Face Mask
1913,2912,Eau De Parfum & Deodorant
1914,2913,Hair Wax
1916,2917,Perfume
1919,2924,Face Sunscreen
1920,2925,Shampoo
1921,2926,Eau De Parfum
1922,2927,Face Sunscreen
1923,2929,Liquid Blush
1924,2930,Massage Oil
1925,2931,Eau De Parfum
1927,2936,Face Brush
1928,2937,Hair Color Conditioner
1929,2938,Body Lotion
1930,2939,Face Mask
1932,2943,Liquid Lipstick
1933,2944,Eau De Parfum
1934,2946,Lip Balm
1935,2947,Highlighter Pressed Powder
1936,2949,Scalp Serum
1937,2950,Beard Colour Cream
1938,2951,Blush
1939,2953,Blush
1940,2954,Nail Polish
1941,2955,Body Lotion
1942,2956,Body Lotion
1943,2957,Makeup Remover
1944,2959,Shampoo
1945,2961,Nail Polish
1946,2964,Roll On
1947,2965,Cotton Puff
1948,2966,Lip Gloss
1949,2968,Cleanser
1950,2970,Eau De Parfum
1952,2973,Face Serum
1953,2975,Eau De Parfum
1954,2976,Body Lotion
1955,2977,Face Wash
1956,2979,Eau De Parfum
1957,2980,Deodorant Roll On
1958,2982,Beard Colour Cream
1959,2983,Sheet Mask
1960,2984,Lip Mask
1961,2985,Hair Serum
1962,2986,Lipstick
1963,2988,Hair Serum
1964,2989,Makeup Remover
1965,2991,Eye Palette
1966,2992,Face Mask
1967,2994,"Face Wash, Face Scrub & Cream"
1968,2995,Eau De Parfum
1969,2996,Shower Gel
1970,2997,Nail Polish
1971,2998,Eau De Parfum
1972,2999,Eye Palette
1973,3000,Body Lotion
1974,3002,Roll On
1975,3004,Body Lotion
1976,3006,Eau De Toilette
1978,3010,Blush
1979,3014,Eau De Parfum
1980,3015,"Liquid Blush, Lip Gloss & Lip Liner"
1981,3016,Lipstick
1982,3017,Face Moisturizer
1984,3020,Cleanser
1985,3023,Lip Balm
1986,3024,Face Wash
1988,3027,Bronzer
1989,3028,Lipstick
1990,3032,Conditioner
1991,3033,Hair Mask
1992,3034,Serum
1993,3035,Eau De Parfum
1994,3037,Body Cleanser
1995,3038,Body Wash
1996,3039,Face Pack
1997,3040,Face Moisturiser
1998,3042,Eau De Toilette
1999,3043,Body Lotion
2000,3044,Body Wash
2002,3047,Eau De Parfum
2003,3048,Eyeliner
2004,3049,Face Wash
2005,3050,Eau De Parfum & Pen Spray
2008,3053,Face Wash
2009,3056,Conditioner
2011,3059,Conditioner
2012,3060,Nail Polish
2013,3061,Trimmer
2014,3062,Hair Serum
2015,3063,Lip Mask
2016,3064,Hair Serum
2017,3066,Lipstick
2018,3067,Hair Serum
2019,3068,CC Cream
2020,3069,Sunscreen
2021,3070,Aloe Shave Gel
2022,3071,Eau De Parfum
2023,3072,Eyebrow Enhancer Pencil
2024,3073,Eau De Parfum
2026,3075,Shampoo
2027,3076,Lip Balm
2028,3077,Eye Palette
2029,3082,Hair Serum
2031,3084,Face Sunscreen
2032,3086,Blush
2033,3087,Mascara
2034,3088,Bath Glove
2035,3089,Face Mask
2036,3091,Eyebrow Pencil
2037,3097,Shower Oil
2038,3098,Lipstick
2039,3099,Shampoo
2040,3102,Hair Serum
2041,3103,Hair Serum
2042,3104,Eyeshadow Palette
2043,3106,Compact Powder
2044,3107,Deodorant
2045,3108,Shampoo
2046,3109,Shampoo
2047,3110,Perfume
2048,3111,Hair Oil
2050,3114,Face Primer
2051,3115,Lip Liner
2052,3116,Body Scrub
2053,3118,Eau De Parfum
2054,3120,Eau De Parfum
